"subj_id","trial","pA","xA1","xA2","pB","xB1","xB2","choice"
7,81,0.09,-54,-41,0.79,-65,-28,1
7,82,0.29,-25,-86,0.76,-38,-99,1
7,83,0.93,-55,-17,0.27,-88,-35,0
7,84,0.45,-37,-34,0.41,-11,-54,1
7,85,0.13,-19,-56,0.7,-32,-37,1
7,86,0.66,-8,-95,0.93,-42,-30,0
7,87,0.33,-23,-96,0.29,-40,-82,0
7,88,0.73,-73,-54,0.17,-42,-70,0
7,89,0.03,-75,-27,0.69,-41,-48,0
7,90,0.48,-59,-2,0.14,-77,-9,1
7,91,0.58,-50,-54,0.14,-73,-40,1
7,92,0.13,-29,-76,0.55,-100,-28,1
7,93,0.19,-68,-46,0.61,-9,-90,1
7,94,0.84,-57,-90,0.25,-63,-30,1
7,95,0.97,-58,-65,0.18,-52,-74,1
7,96,0.99,-96,-2,0.47,-90,-66,0
7,97,0.59,-85,-7,0.52,-9,-73,1
7,98,0.56,-58,-80,0.86,-58,-97,1
7,99,0.65,-72,-8,0.25,-90,-39,0
7,100,0.59,-41,-57,0.42,-51,-30,1
7,101,0.63,-96,-38,0.17,-12,-69,0
7,102,0.04,-98,-25,0.4,-78,-22,1
7,103,0.5,-21,-77,0.39,-77,-75,0
7,104,0.79,-67,-37,0.46,0,-97,1
7,105,0.4,-60,-82,0.47,-31,-90,1
7,106,0.21,-60,-16,0.45,-6,-51,1
7,107,0.48,-15,-91,0.28,-48,-74,0
7,108,0.04,-15,-60,0.88,-34,-77,1
7,109,0.99,-24,-13,0.44,-15,-62,1
7,110,0.39,-35,-72,0.76,-57,-28,0
7,111,0.76,-33,-53,0.52,-18,-60,0
7,112,0.43,-55,-53,0.08,-77,-51,1
7,113,0.75,-100,-84,0.95,-85,-29,1
7,114,0.53,-93,-26,0.8,-52,-93,0
7,115,0.59,-55,-77,0.47,-30,-61,1
7,116,0.66,-58,-68,0.68,-67,-49,0
7,117,0.86,-29,-30,0.26,-17,-43,1
7,118,0.32,-83,-19,0.15,-15,-52,1
7,119,0.56,-9,-56,0.64,-15,-80,0
7,120,0.49,-66,-92,0.78,-97,-34,1
7,121,0.85,-55,27,0.02,73,-88,0
7,122,0.18,-19,73,0.94,58,-54,0
7,123,1,-48,0,0.9,-71,87,1
7,124,0.43,-47,63,0.02,-69,14,1
7,125,0.48,58,-5,0.4,-40,96,1
7,126,0.93,-28,79,0.63,-81,89,1
7,127,0.43,-91,63,0.27,-83,24,0
7,128,0.73,-38,40,0.54,-30,7,1
7,129,0.94,-66,92,0.03,31,-49,0
7,130,0.24,-88,79,0.01,-100,32,1
7,131,0.86,-26,82,0.6,-39,31,0
7,132,0.06,-82,54,0.91,38,-73,0
7,133,0.05,56,-56,0.47,29,-80,1
7,134,0.37,-8,52,0.87,23,-39,0
7,135,0.07,-7,25,0.87,48,-10,1
7,136,0.81,-42,16,0.47,27,-60,1
7,137,0.73,-31,9,0.07,39,-27,0
7,138,0.92,-73,96,0.11,16,-48,0
7,139,0.75,72,-38,0.45,60,-8,0
7,140,0.24,-25,36,0.48,-28,67,0
7,141,0.79,-70,98,0.65,-85,93,1
7,142,0.14,-92,76,0.94,99,-96,1
7,143,0.14,93,-91,0.32,0,-76,0
7,144,0.31,-44,26,0.38,84,-41,1
7,145,0.74,56,-76,0.4,-31,92,1
7,146,0.28,-59,96,0.04,-4,63,1
7,147,0.96,17,-48,0.49,-60,84,1
7,148,0.43,-97,59,0.85,-28,83,0
7,149,0.38,-49,2,0.22,19,-18,1
7,150,0.39,76,-7,0.06,-65,37,1
7,151,0.44,71,-95,0.63,-31,4,0
7,152,0.97,31,-20,0.36,-54,99,1
7,153,0.97,-51,30,0.68,-89,46,1
7,154,0.95,-33,19,0.26,14,-75,1
7,155,0.5,98,-24,0.14,-76,46,0
7,156,0.39,-70,19,0.3,8,-37,0
7,157,0,0,-55,0.79,-64,23,1
7,158,0.87,-78,45,0.88,-69,83,1
7,159,0.86,-39,83,0.8,8,-88,0
7,160,0.07,-55,95,0.48,-13,99,0
7,161,0.39,10,-72,0.64,-72,32,1
7,162,0.55,89,-52,0.76,86,-75,1
7,163,0.7,55,-76,0.08,-56,26,0
7,164,0.27,25,-61,0.34,-82,3,1
7,165,0.56,85,-22,0.22,-70,66,1
7,166,0.58,-44,43,0.83,1,-70,0
7,167,0.4,-1,13,0.59,44,-50,1
7,168,0.88,-90,88,0.8,-86,14,0
7,169,0.91,-33,28,0.27,9,-67,0
7,170,0.89,-31,27,0.36,26,-48,1
7,171,0.3,98,-70,0.48,51,-99,0
7,172,0.59,-100,81,0.47,-73,15,1
7,173,0.45,-55,72,0.59,37,-34,1
7,174,0.61,96,-67,0.5,71,-26,0
7,175,0.99,67,-3,0.68,74,-2,0
7,176,0.74,77,-23,0.67,75,-7,1
7,177,0.13,-13,27,0.34,-18,70,1
7,178,0.93,75,-90,0.87,96,-89,1
7,179,0.27,1,-85,0.18,26,-51,0
7,180,0.73,85,-22,0.25,-100,76,0
8,1,0.29,88,78,0.29,53,91,0
8,2,0.82,26,34,0.49,18,31,1
8,3,0.59,31,63,0.89,92,20,1
8,4,0.07,51,35,0.6,9,89,1
8,5,0.48,13,70,0.18,72,60,1
8,6,0.63,41,18,0.98,56,8,1
8,7,0.17,70,65,0.35,100,50,1
8,8,0.98,76,37,0.82,49,50,0
8,9,0.37,26,64,0.89,19,81,0
8,10,0.19,43,5,0.14,91,6,1
8,11,0.91,43,96,0.66,48,38,0
8,12,0.33,69,56,0.4,89,37,0
8,13,0.99,24,53,0.71,17,77,0
8,14,0.24,47,27,0.88,45,29,1
8,15,0.09,56,19,0.76,13,90,0
8,16,0.88,72,29,0.39,67,63,0
8,17,0.61,37,50,0.6,6,45,0
8,18,0.9,76,69,0.66,19,79,0
8,19,0.69,57,40,0.07,39,74,1
8,20,0.01,53,99,0.83,87,61,0
8,21,0.12,52,73,0.98,92,19,1
8,22,0.38,40,55,0.14,26,96,1
8,23,0.16,66,23,0.79,15,29,0
8,24,0.31,100,48,0.58,100,1,1
8,25,0.05,60,76,0.84,95,17,1
8,26,0.62,1,83,0.41,37,24,1
8,27,0.8,54,21,0.49,98,3,0
8,28,0.34,24,59,0.42,47,64,1
8,29,0.19,30,97,0.14,85,82,1
8,30,0.74,62,0,0.44,23,31,0
8,31,0.99,31,68,0.04,32,47,1
8,32,0.76,37,5,0.18,12,28,0
8,33,0.74,65,6,0.64,93,35,1
8,34,0.08,82,72,0.27,47,77,0
8,35,0.88,79,82,0.2,57,94,1
8,36,0.56,63,21,1,36,0,0
8,37,0.93,86,27,0.8,87,18,0
8,38,0.61,68,39,0.6,77,48,1
8,39,0.68,41,65,0.85,100,2,1
8,40,0,0,46,0.36,52,36,0
8,41,0.91,80,19,0.64,37,65,0
8,42,0.73,75,34,0.9,56,82,1
8,43,0.87,77,72,0.26,67,100,1
8,44,0.92,63,5,0.63,43,53,0
8,45,0.05,56,72,0.95,68,95,0
8,46,0.25,84,43,0.43,7,97,0
8,47,0.78,32,99,0.32,39,56,0
8,48,0.09,83,67,0.48,77,6,0
8,49,0.08,54,31,0.15,44,29,0
8,50,0.04,39,28,0.39,53,20,0
8,51,0.44,14,72,0.21,9,31,0
8,52,0.31,39,51,0.84,16,91,0
8,53,0.1,45,14,0.14,25,27,1
8,54,0.51,44,38,0.38,20,86,0
8,55,0.33,85,60,0.24,98,26,0
8,56,0.68,30,67,0.59,7,59,0
8,57,0.49,15,50,0.94,64,14,1
8,58,0.52,68,90,0.19,1,87,1
8,59,0.63,65,74,0.47,7,85,0
8,60,0.28,7,74,0.71,55,63,0
8,61,0.33,-23,-29,0.43,-67,-28,0
8,62,0.76,-3,-92,0.62,-14,-83,0
8,63,0.82,-40,-90,0.17,-46,-64,1
8,64,0.3,-89,-72,0.96,-96,-37,0
8,65,0.13,-51,-56,0.93,-47,-70,1
8,66,0.96,-61,-56,0.34,-7,-63,1
8,67,0.44,-59,0,0.43,-80,-24,0
8,68,0.25,-94,-37,0.83,-49,-11,1
8,69,0.16,-15,-67,0.72,-56,-83,0
8,70,0.51,-26,-76,0.77,-48,-34,1
8,71,0.49,-1,-54,0.77,-33,-30,0
8,72,0.73,-49,-75,0.17,-2,-100,0
8,73,0.6,-46,-21,0.42,-99,-37,0
8,74,0.29,-67,-28,0.05,-46,-44,1
8,75,0.56,-4,-80,0.04,-46,-58,0
8,76,0.77,-77,-62,0.71,-94,-51,0
8,77,0.38,-22,-15,0.38,-4,-36,0
8,78,0.56,-6,-59,0.64,-27,-83,0
8,79,0.37,-91,-33,0.49,-41,-61,1
8,80,0.61,-73,-58,0.44,-83,-8,1
8,81,0.09,-54,-41,0.79,-65,-28,0
8,82,0.29,-25,-86,0.76,-38,-99,0
8,83,0.93,-55,-17,0.27,-88,-35,0
8,84,0.45,-37,-34,0.41,-11,-54,0
8,85,0.13,-19,-56,0.7,-32,-37,1
8,86,0.66,-8,-95,0.93,-42,-30,1
8,87,0.33,-23,-96,0.29,-40,-82,1
8,88,0.73,-73,-54,0.17,-42,-70,1
8,89,0.03,-75,-27,0.69,-41,-48,0
8,90,0.48,-59,-2,0.14,-77,-9,1
8,91,0.58,-50,-54,0.14,-73,-40,1
8,92,0.13,-29,-76,0.55,-100,-28,0
8,93,0.19,-68,-46,0.61,-9,-90,0
8,94,0.84,-57,-90,0.25,-63,-30,1
8,95,0.97,-58,-65,0.18,-52,-74,0
8,96,0.99,-96,-2,0.47,-90,-66,1
8,97,0.59,-85,-7,0.52,-9,-73,0
8,98,0.56,-58,-80,0.86,-58,-97,1
8,99,0.65,-72,-8,0.25,-90,-39,1
8,100,0.59,-41,-57,0.42,-51,-30,1
8,101,0.63,-96,-38,0.17,-12,-69,1
8,102,0.04,-98,-25,0.4,-78,-22,0
8,103,0.5,-21,-77,0.39,-77,-75,0
8,104,0.79,-67,-37,0.46,0,-97,1
8,105,0.4,-60,-82,0.47,-31,-90,1
8,106,0.21,-60,-16,0.45,-6,-51,1
8,107,0.48,-15,-91,0.28,-48,-74,0
8,108,0.04,-15,-60,0.88,-34,-77,1
8,109,0.99,-24,-13,0.44,-15,-62,0
8,110,0.39,-35,-72,0.76,-57,-28,1
8,111,0.76,-33,-53,0.52,-18,-60,0
8,112,0.43,-55,-53,0.08,-77,-51,0
8,113,0.75,-100,-84,0.95,-85,-29,1
8,114,0.53,-93,-26,0.8,-52,-93,1
8,115,0.59,-55,-77,0.47,-30,-61,1
8,116,0.66,-58,-68,0.68,-67,-49,0
8,117,0.86,-29,-30,0.26,-17,-43,0
8,118,0.32,-83,-19,0.15,-15,-52,0
8,119,0.56,-9,-56,0.64,-15,-80,0
8,120,0.49,-66,-92,0.78,-97,-34,0
8,121,0.85,-55,27,0.02,73,-88,0
8,122,0.18,-19,73,0.94,58,-54,0
8,123,1,-48,0,0.9,-71,87,0
8,124,0.43,-47,63,0.02,-69,14,1
8,125,0.48,58,-5,0.4,-40,96,1
8,126,0.93,-28,79,0.63,-81,89,1
8,127,0.43,-91,63,0.27,-83,24,0
8,128,0.73,-38,40,0.54,-30,7,0
8,129,0.94,-66,92,0.03,31,-49,1
8,130,0.24,-88,79,0.01,-100,32,1
8,131,0.86,-26,82,0.6,-39,31,1
8,132,0.06,-82,54,0.91,38,-73,0
8,133,0.05,56,-56,0.47,29,-80,0
8,134,0.37,-8,52,0.87,23,-39,0
8,135,0.07,-7,25,0.87,48,-10,1
8,136,0.81,-42,16,0.47,27,-60,1
8,137,0.73,-31,9,0.07,39,-27,1
8,138,0.92,-73,96,0.11,16,-48,1
8,139,0.75,72,-38,0.45,60,-8,0
8,140,0.24,-25,36,0.48,-28,67,1
8,141,0.79,-70,98,0.65,-85,93,1
8,142,0.14,-92,76,0.94,99,-96,1
8,143,0.14,93,-91,0.32,0,-76,0
8,144,0.31,-44,26,0.38,84,-41,1
8,145,0.74,56,-76,0.4,-31,92,1
8,146,0.28,-59,96,0.04,-4,63,1
8,147,0.96,17,-48,0.49,-60,84,0
8,148,0.43,-97,59,0.85,-28,83,1
8,149,0.38,-49,2,0.22,19,-18,0
8,150,0.39,76,-7,0.06,-65,37,1
8,151,0.44,71,-95,0.63,-31,4,0
8,152,0.97,31,-20,0.36,-54,99,0
8,153,0.97,-51,30,0.68,-89,46,0
8,154,0.95,-33,19,0.26,14,-75,0
8,155,0.5,98,-24,0.14,-76,46,1
8,156,0.39,-70,19,0.3,8,-37,0
8,157,0,0,-55,0.79,-64,23,1
8,158,0.87,-78,45,0.88,-69,83,1
8,159,0.86,-39,83,0.8,8,-88,1
8,160,0.07,-55,95,0.48,-13,99,0
8,161,0.39,10,-72,0.64,-72,32,1
8,162,0.55,89,-52,0.76,86,-75,1
8,163,0.7,55,-76,0.08,-56,26,0
8,164,0.27,25,-61,0.34,-82,3,0
8,165,0.56,85,-22,0.22,-70,66,1
8,166,0.58,-44,43,0.83,1,-70,0
8,167,0.4,-1,13,0.59,44,-50,0
8,168,0.88,-90,88,0.8,-86,14,0
8,169,0.91,-33,28,0.27,9,-67,0
8,170,0.89,-31,27,0.36,26,-48,1
8,171,0.3,98,-70,0.48,51,-99,0
8,172,0.59,-100,81,0.47,-73,15,1
8,173,0.45,-55,72,0.59,37,-34,0
8,174,0.61,96,-67,0.5,71,-26,1
8,175,0.99,67,-3,0.68,74,-2,0
8,176,0.74,77,-23,0.67,75,-7,1
8,177,0.13,-13,27,0.34,-18,70,1
8,178,0.93,75,-90,0.87,96,-89,1
8,179,0.27,1,-85,0.18,26,-51,1
8,180,0.73,85,-22,0.25,-100,76,0
9,1,0.29,88,78,0.29,53,91,0
9,2,0.82,26,34,0.49,18,31,0
9,3,0.59,31,63,0.89,92,20,1
9,4,0.07,51,35,0.6,9,89,0
9,5,0.48,13,70,0.18,72,60,1
9,6,0.63,41,18,0.98,56,8,1
9,7,0.17,70,65,0.35,100,50,1
9,8,0.98,76,37,0.82,49,50,0
9,9,0.37,26,64,0.89,19,81,0
9,10,0.19,43,5,0.14,91,6,1
9,11,0.91,43,96,0.66,48,38,1
9,12,0.33,69,56,0.4,89,37,1
9,13,0.99,24,53,0.71,17,77,1
9,14,0.24,47,27,0.88,45,29,1
9,15,0.09,56,19,0.76,13,90,1
9,16,0.88,72,29,0.39,67,63,1
9,17,0.61,37,50,0.6,6,45,0
9,18,0.9,76,69,0.66,19,79,0
9,19,0.69,57,40,0.07,39,74,1
9,20,0.01,53,99,0.83,87,61,0
9,21,0.12,52,73,0.98,92,19,1
9,22,0.38,40,55,0.14,26,96,1
9,23,0.16,66,23,0.79,15,29,0
9,24,0.31,100,48,0.58,100,1,0
9,25,0.05,60,76,0.84,95,17,1
9,26,0.62,1,83,0.41,37,24,1
9,27,0.8,54,21,0.49,98,3,0
9,28,0.34,24,59,0.42,47,64,1
9,29,0.19,30,97,0.14,85,82,1
9,30,0.74,62,0,0.44,23,31,1
9,31,0.99,31,68,0.04,32,47,1
9,32,0.76,37,5,0.18,12,28,1
9,33,0.74,65,6,0.64,93,35,1
9,34,0.08,82,72,0.27,47,77,0
9,35,0.88,79,82,0.2,57,94,1
9,36,0.56,63,21,1,36,0,0
9,37,0.93,86,27,0.8,87,18,0
9,38,0.61,68,39,0.6,77,48,1
9,39,0.68,41,65,0.85,100,2,0
9,40,0,0,46,0.36,52,36,0
9,41,0.91,80,19,0.64,37,65,0
9,42,0.73,75,34,0.9,56,82,0
9,43,0.87,77,72,0.26,67,100,1
9,44,0.92,63,5,0.63,43,53,1
9,45,0.05,56,72,0.95,68,95,1
9,46,0.25,84,43,0.43,7,97,0
9,47,0.78,32,99,0.32,39,56,1
9,48,0.09,83,67,0.48,77,6,0
9,49,0.08,54,31,0.15,44,29,0
9,50,0.04,39,28,0.39,53,20,1
9,51,0.44,14,72,0.21,9,31,0
9,52,0.31,39,51,0.84,16,91,0
9,53,0.1,45,14,0.14,25,27,1
9,54,0.51,44,38,0.38,20,86,1
9,55,0.33,85,60,0.24,98,26,0
9,56,0.68,30,67,0.59,7,59,0
9,57,0.49,15,50,0.94,64,14,1
9,58,0.52,68,90,0.19,1,87,0
9,59,0.63,65,74,0.47,7,85,0
9,60,0.28,7,74,0.71,55,63,1
9,61,0.33,-23,-29,0.43,-67,-28,0
9,62,0.76,-3,-92,0.62,-14,-83,0
9,63,0.82,-40,-90,0.17,-46,-64,0
9,64,0.3,-89,-72,0.96,-96,-37,0
9,65,0.13,-51,-56,0.93,-47,-70,1
9,66,0.96,-61,-56,0.34,-7,-63,1
9,67,0.44,-59,0,0.43,-80,-24,0
9,68,0.25,-94,-37,0.83,-49,-11,1
9,69,0.16,-15,-67,0.72,-56,-83,0
9,70,0.51,-26,-76,0.77,-48,-34,1
9,71,0.49,-1,-54,0.77,-33,-30,0
9,72,0.73,-49,-75,0.17,-2,-100,0
9,73,0.6,-46,-21,0.42,-99,-37,0
9,74,0.29,-67,-28,0.05,-46,-44,0
9,75,0.56,-4,-80,0.04,-46,-58,0
9,76,0.77,-77,-62,0.71,-94,-51,0
9,77,0.38,-22,-15,0.38,-4,-36,1
9,78,0.56,-6,-59,0.64,-27,-83,0
9,79,0.37,-91,-33,0.49,-41,-61,0
9,80,0.61,-73,-58,0.44,-83,-8,1
9,81,0.09,-54,-41,0.79,-65,-28,1
9,82,0.29,-25,-86,0.76,-38,-99,1
9,83,0.93,-55,-17,0.27,-88,-35,0
9,84,0.45,-37,-34,0.41,-11,-54,1
9,85,0.13,-19,-56,0.7,-32,-37,1
9,86,0.66,-8,-95,0.93,-42,-30,0
9,87,0.33,-23,-96,0.29,-40,-82,0
9,88,0.73,-73,-54,0.17,-42,-70,1
9,89,0.03,-75,-27,0.69,-41,-48,0
9,90,0.48,-59,-2,0.14,-77,-9,1
9,91,0.58,-50,-54,0.14,-73,-40,1
9,92,0.13,-29,-76,0.55,-100,-28,0
9,93,0.19,-68,-46,0.61,-9,-90,1
9,94,0.84,-57,-90,0.25,-63,-30,1
9,95,0.97,-58,-65,0.18,-52,-74,0
9,96,0.99,-96,-2,0.47,-90,-66,1
9,97,0.59,-85,-7,0.52,-9,-73,0
9,98,0.56,-58,-80,0.86,-58,-97,1
9,99,0.65,-72,-8,0.25,-90,-39,1
9,100,0.59,-41,-57,0.42,-51,-30,1
9,101,0.63,-96,-38,0.17,-12,-69,1
9,102,0.04,-98,-25,0.4,-78,-22,0
9,103,0.5,-21,-77,0.39,-77,-75,0
9,104,0.79,-67,-37,0.46,0,-97,1
9,105,0.4,-60,-82,0.47,-31,-90,1
9,106,0.21,-60,-16,0.45,-6,-51,0
9,107,0.48,-15,-91,0.28,-48,-74,0
9,108,0.04,-15,-60,0.88,-34,-77,1
9,109,0.99,-24,-13,0.44,-15,-62,0
9,110,0.39,-35,-72,0.76,-57,-28,1
9,111,0.76,-33,-53,0.52,-18,-60,1
9,112,0.43,-55,-53,0.08,-77,-51,1
9,113,0.75,-100,-84,0.95,-85,-29,1
9,114,0.53,-93,-26,0.8,-52,-93,0
9,115,0.59,-55,-77,0.47,-30,-61,1
9,116,0.66,-58,-68,0.68,-67,-49,1
9,117,0.86,-29,-30,0.26,-17,-43,0
9,118,0.32,-83,-19,0.15,-15,-52,1
9,119,0.56,-9,-56,0.64,-15,-80,0
9,120,0.49,-66,-92,0.78,-97,-34,0
9,121,0.85,-55,27,0.02,73,-88,0
9,122,0.18,-19,73,0.94,58,-54,0
9,123,1,-48,0,0.9,-71,87,0
9,124,0.43,-47,63,0.02,-69,14,1
9,125,0.48,58,-5,0.4,-40,96,1
9,126,0.93,-28,79,0.63,-81,89,0
9,127,0.43,-91,63,0.27,-83,24,0
9,128,0.73,-38,40,0.54,-30,7,0
9,129,0.94,-66,92,0.03,31,-49,1
9,130,0.24,-88,79,0.01,-100,32,1
9,131,0.86,-26,82,0.6,-39,31,1
9,132,0.06,-82,54,0.91,38,-73,0
9,133,0.05,56,-56,0.47,29,-80,1
9,134,0.37,-8,52,0.87,23,-39,0
9,135,0.07,-7,25,0.87,48,-10,1
9,136,0.81,-42,16,0.47,27,-60,1
9,137,0.73,-31,9,0.07,39,-27,1
9,138,0.92,-73,96,0.11,16,-48,1
9,139,0.75,72,-38,0.45,60,-8,0
9,140,0.24,-25,36,0.48,-28,67,0
9,141,0.79,-70,98,0.65,-85,93,0
9,142,0.14,-92,76,0.94,99,-96,1
9,143,0.14,93,-91,0.32,0,-76,0
9,144,0.31,-44,26,0.38,84,-41,0
9,145,0.74,56,-76,0.4,-31,92,1
9,146,0.28,-59,96,0.04,-4,63,1
9,147,0.96,17,-48,0.49,-60,84,0
9,148,0.43,-97,59,0.85,-28,83,1
9,149,0.38,-49,2,0.22,19,-18,1
9,150,0.39,76,-7,0.06,-65,37,1
9,151,0.44,71,-95,0.63,-31,4,0
9,152,0.97,31,-20,0.36,-54,99,0
9,153,0.97,-51,30,0.68,-89,46,0
9,154,0.95,-33,19,0.26,14,-75,0
9,155,0.5,98,-24,0.14,-76,46,0
9,156,0.39,-70,19,0.3,8,-37,0
9,157,0,0,-55,0.79,-64,23,1
9,158,0.87,-78,45,0.88,-69,83,1
9,159,0.86,-39,83,0.8,8,-88,1
9,160,0.07,-55,95,0.48,-13,99,1
9,161,0.39,10,-72,0.64,-72,32,1
9,162,0.55,89,-52,0.76,86,-75,0
9,163,0.7,55,-76,0.08,-56,26,0
9,164,0.27,25,-61,0.34,-82,3,1
9,165,0.56,85,-22,0.22,-70,66,0
9,166,0.58,-44,43,0.83,1,-70,0
9,167,0.4,-1,13,0.59,44,-50,0
9,168,0.88,-90,88,0.8,-86,14,0
9,169,0.91,-33,28,0.27,9,-67,0
9,170,0.89,-31,27,0.36,26,-48,1
9,171,0.3,98,-70,0.48,51,-99,0
9,172,0.59,-100,81,0.47,-73,15,1
9,173,0.45,-55,72,0.59,37,-34,0
9,174,0.61,96,-67,0.5,71,-26,0
9,175,0.99,67,-3,0.68,74,-2,0
9,176,0.74,77,-23,0.67,75,-7,1
9,177,0.13,-13,27,0.34,-18,70,1
9,178,0.93,75,-90,0.87,96,-89,1
9,179,0.27,1,-85,0.18,26,-51,1
9,180,0.73,85,-22,0.25,-100,76,0
10,1,0.29,88,78,0.29,53,91,1
10,2,0.82,26,34,0.49,18,31,1
10,3,0.59,31,63,0.89,92,20,1
10,4,0.07,51,35,0.6,9,89,0
10,5,0.48,13,70,0.18,72,60,1
10,6,0.63,41,18,0.98,56,8,1
10,7,0.17,70,65,0.35,100,50,1
10,8,0.98,76,37,0.82,49,50,1
10,9,0.37,26,64,0.89,19,81,0
10,10,0.19,43,5,0.14,91,6,1
10,11,0.91,43,96,0.66,48,38,0
10,12,0.33,69,56,0.4,89,37,0
10,13,0.99,24,53,0.71,17,77,0
10,14,0.24,47,27,0.88,45,29,1
10,15,0.09,56,19,0.76,13,90,1
10,16,0.88,72,29,0.39,67,63,0
10,17,0.61,37,50,0.6,6,45,0
10,18,0.9,76,69,0.66,19,79,0
10,19,0.69,57,40,0.07,39,74,1
10,20,0.01,53,99,0.83,87,61,0
10,21,0.12,52,73,0.98,92,19,1
10,22,0.38,40,55,0.14,26,96,1
10,23,0.16,66,23,0.79,15,29,0
10,24,0.31,100,48,0.58,100,1,0
10,25,0.05,60,76,0.84,95,17,0
10,26,0.62,1,83,0.41,37,24,1
10,27,0.8,54,21,0.49,98,3,0
10,28,0.34,24,59,0.42,47,64,1
10,29,0.19,30,97,0.14,85,82,1
10,30,0.74,62,0,0.44,23,31,0
10,31,0.99,31,68,0.04,32,47,1
10,32,0.76,37,5,0.18,12,28,0
10,33,0.74,65,6,0.64,93,35,1
10,34,0.08,82,72,0.27,47,77,0
10,35,0.88,79,82,0.2,57,94,1
10,36,0.56,63,21,1,36,0,0
10,37,0.93,86,27,0.8,87,18,0
10,38,0.61,68,39,0.6,77,48,1
10,39,0.68,41,65,0.85,100,2,1
10,40,0,0,46,0.36,52,36,0
10,41,0.91,80,19,0.64,37,65,0
10,42,0.73,75,34,0.9,56,82,0
10,43,0.87,77,72,0.26,67,100,0
10,44,0.92,63,5,0.63,43,53,0
10,45,0.05,56,72,0.95,68,95,0
10,46,0.25,84,43,0.43,7,97,0
10,47,0.78,32,99,0.32,39,56,1
10,48,0.09,83,67,0.48,77,6,0
10,49,0.08,54,31,0.15,44,29,0
10,50,0.04,39,28,0.39,53,20,0
10,51,0.44,14,72,0.21,9,31,1
10,52,0.31,39,51,0.84,16,91,0
10,53,0.1,45,14,0.14,25,27,1
10,54,0.51,44,38,0.38,20,86,1
10,55,0.33,85,60,0.24,98,26,0
10,56,0.68,30,67,0.59,7,59,0
10,57,0.49,15,50,0.94,64,14,0
10,58,0.52,68,90,0.19,1,87,0
10,59,0.63,65,74,0.47,7,85,1
10,60,0.28,7,74,0.71,55,63,0
10,61,0.33,-23,-29,0.43,-67,-28,0
10,62,0.76,-3,-92,0.62,-14,-83,0
10,63,0.82,-40,-90,0.17,-46,-64,0
10,64,0.3,-89,-72,0.96,-96,-37,0
10,65,0.13,-51,-56,0.93,-47,-70,0
10,66,0.96,-61,-56,0.34,-7,-63,1
10,67,0.44,-59,0,0.43,-80,-24,0
10,68,0.25,-94,-37,0.83,-49,-11,1
10,69,0.16,-15,-67,0.72,-56,-83,0
10,70,0.51,-26,-76,0.77,-48,-34,1
10,71,0.49,-1,-54,0.77,-33,-30,0
10,72,0.73,-49,-75,0.17,-2,-100,0
10,73,0.6,-46,-21,0.42,-99,-37,0
10,74,0.29,-67,-28,0.05,-46,-44,0
10,75,0.56,-4,-80,0.04,-46,-58,0
10,76,0.77,-77,-62,0.71,-94,-51,0
10,77,0.38,-22,-15,0.38,-4,-36,0
10,78,0.56,-6,-59,0.64,-27,-83,0
10,79,0.37,-91,-33,0.49,-41,-61,0
10,80,0.61,-73,-58,0.44,-83,-8,1
10,81,0.09,-54,-41,0.79,-65,-28,0
10,82,0.29,-25,-86,0.76,-38,-99,1
10,83,0.93,-55,-17,0.27,-88,-35,0
10,84,0.45,-37,-34,0.41,-11,-54,0
10,85,0.13,-19,-56,0.7,-32,-37,1
10,86,0.66,-8,-95,0.93,-42,-30,1
10,87,0.33,-23,-96,0.29,-40,-82,1
10,88,0.73,-73,-54,0.17,-42,-70,1
10,89,0.03,-75,-27,0.69,-41,-48,0
10,90,0.48,-59,-2,0.14,-77,-9,1
10,91,0.58,-50,-54,0.14,-73,-40,1
10,92,0.13,-29,-76,0.55,-100,-28,0
10,93,0.19,-68,-46,0.61,-9,-90,1
10,94,0.84,-57,-90,0.25,-63,-30,1
10,95,0.97,-58,-65,0.18,-52,-74,0
10,96,0.99,-96,-2,0.47,-90,-66,1
10,97,0.59,-85,-7,0.52,-9,-73,1
10,98,0.56,-58,-80,0.86,-58,-97,1
10,99,0.65,-72,-8,0.25,-90,-39,0
10,100,0.59,-41,-57,0.42,-51,-30,1
10,101,0.63,-96,-38,0.17,-12,-69,1
10,102,0.04,-98,-25,0.4,-78,-22,0
10,103,0.5,-21,-77,0.39,-77,-75,0
10,104,0.79,-67,-37,0.46,0,-97,1
10,105,0.4,-60,-82,0.47,-31,-90,1
10,106,0.21,-60,-16,0.45,-6,-51,0
10,107,0.48,-15,-91,0.28,-48,-74,0
10,108,0.04,-15,-60,0.88,-34,-77,1
10,109,0.99,-24,-13,0.44,-15,-62,1
10,110,0.39,-35,-72,0.76,-57,-28,1
10,111,0.76,-33,-53,0.52,-18,-60,0
10,112,0.43,-55,-53,0.08,-77,-51,0
10,113,0.75,-100,-84,0.95,-85,-29,1
10,114,0.53,-93,-26,0.8,-52,-93,0
10,115,0.59,-55,-77,0.47,-30,-61,1
10,116,0.66,-58,-68,0.68,-67,-49,0
10,117,0.86,-29,-30,0.26,-17,-43,0
10,118,0.32,-83,-19,0.15,-15,-52,0
10,119,0.56,-9,-56,0.64,-15,-80,0
