"subj_id","trial","pA","xA1","xA2","pB","xB1","xB2","choice"
4,38,0.61,68,39,0.6,77,48,1
4,39,0.68,41,65,0.85,100,2,0
4,40,0,0,46,0.36,52,36,1
4,41,0.91,80,19,0.64,37,65,1
4,42,0.73,75,34,0.9,56,82,1
4,43,0.87,77,72,0.26,67,100,1
4,44,0.92,63,5,0.63,43,53,1
4,45,0.05,56,72,0.95,68,95,0
4,46,0.25,84,43,0.43,7,97,1
4,47,0.78,32,99,0.32,39,56,1
4,48,0.09,83,67,0.48,77,6,0
4,49,0.08,54,31,0.15,44,29,0
4,50,0.04,39,28,0.39,53,20,0
4,51,0.44,14,72,0.21,9,31,1
4,52,0.31,39,51,0.84,16,91,0
4,53,0.1,45,14,0.14,25,27,1
4,54,0.51,44,38,0.38,20,86,1
4,55,0.33,85,60,0.24,98,26,1
4,56,0.68,30,67,0.59,7,59,1
4,57,0.49,15,50,0.94,64,14,0
4,58,0.52,68,90,0.19,1,87,1
4,59,0.63,65,74,0.47,7,85,1
4,60,0.28,7,74,0.71,55,63,0
4,61,0.33,-23,-29,0.43,-67,-28,1
4,62,0.76,-3,-92,0.62,-14,-83,1
4,63,0.82,-40,-90,0.17,-46,-64,0
4,64,0.3,-89,-72,0.96,-96,-37,0
4,65,0.13,-51,-56,0.93,-47,-70,0
4,66,0.96,-61,-56,0.34,-7,-63,1
4,67,0.44,-59,0,0.43,-80,-24,0
4,68,0.25,-94,-37,0.83,-49,-11,1
4,69,0.16,-15,-67,0.72,-56,-83,0
4,70,0.51,-26,-76,0.77,-48,-34,1
4,71,0.49,-1,-54,0.77,-33,-30,0
4,72,0.73,-49,-75,0.17,-2,-100,1
4,73,0.6,-46,-21,0.42,-99,-37,1
4,74,0.29,-67,-28,0.05,-46,-44,0
4,75,0.56,-4,-80,0.04,-46,-58,1
4,76,0.77,-77,-62,0.71,-94,-51,1
4,77,0.38,-22,-15,0.38,-4,-36,1
4,78,0.56,-6,-59,0.64,-27,-83,0
4,79,0.37,-91,-33,0.49,-41,-61,0
4,80,0.61,-73,-58,0.44,-83,-8,0
4,81,0.09,-54,-41,0.79,-65,-28,0
4,82,0.29,-25,-86,0.76,-38,-99,0
4,83,0.93,-55,-17,0.27,-88,-35,1
4,84,0.45,-37,-34,0.41,-11,-54,0
4,85,0.13,-19,-56,0.7,-32,-37,0
4,86,0.66,-8,-95,0.93,-42,-30,0
4,87,0.33,-23,-96,0.29,-40,-82,0
4,88,0.73,-73,-54,0.17,-42,-70,0
4,89,0.03,-75,-27,0.69,-41,-48,0
4,90,0.48,-59,-2,0.14,-77,-9,1
4,91,0.58,-50,-54,0.14,-73,-40,0
4,92,0.13,-29,-76,0.55,-100,-28,0
4,93,0.19,-68,-46,0.61,-9,-90,0
4,94,0.84,-57,-90,0.25,-63,-30,1
4,95,0.97,-58,-65,0.18,-52,-74,0
4,96,0.99,-96,-2,0.47,-90,-66,1
4,97,0.59,-85,-7,0.52,-9,-73,1
4,98,0.56,-58,-80,0.86,-58,-97,0
4,99,0.65,-72,-8,0.25,-90,-39,1
4,100,0.59,-41,-57,0.42,-51,-30,0
4,101,0.63,-96,-38,0.17,-12,-69,1
4,102,0.04,-98,-25,0.4,-78,-22,1
4,103,0.5,-21,-77,0.39,-77,-75,0
4,104,0.79,-67,-37,0.46,0,-97,1
4,105,0.4,-60,-82,0.47,-31,-90,1
4,106,0.21,-60,-16,0.45,-6,-51,0
4,107,0.48,-15,-91,0.28,-48,-74,1
4,108,0.04,-15,-60,0.88,-34,-77,0
4,109,0.99,-24,-13,0.44,-15,-62,0
4,110,0.39,-35,-72,0.76,-57,-28,1
4,111,0.76,-33,-53,0.52,-18,-60,1
4,112,0.43,-55,-53,0.08,-77,-51,0
4,113,0.75,-100,-84,0.95,-85,-29,0
4,114,0.53,-93,-26,0.8,-52,-93,1
4,115,0.59,-55,-77,0.47,-30,-61,1
4,116,0.66,-58,-68,0.68,-67,-49,0
4,117,0.86,-29,-30,0.26,-17,-43,1
4,118,0.32,-83,-19,0.15,-15,-52,1
4,119,0.56,-9,-56,0.64,-15,-80,1
4,120,0.49,-66,-92,0.78,-97,-34,0
4,121,0.85,-55,27,0.02,73,-88,0
4,122,0.18,-19,73,0.94,58,-54,0
4,123,1,-48,0,0.9,-71,87,1
4,124,0.43,-47,63,0.02,-69,14,1
4,125,0.48,58,-5,0.4,-40,96,1
4,126,0.93,-28,79,0.63,-81,89,1
4,127,0.43,-91,63,0.27,-83,24,1
4,128,0.73,-38,40,0.54,-30,7,0
4,129,0.94,-66,92,0.03,31,-49,1
4,130,0.24,-88,79,0.01,-100,32,1
4,131,0.86,-26,82,0.6,-39,31,1
4,132,0.06,-82,54,0.91,38,-73,0
4,133,0.05,56,-56,0.47,29,-80,1
4,134,0.37,-8,52,0.87,23,-39,0
4,135,0.07,-7,25,0.87,48,-10,0
4,136,0.81,-42,16,0.47,27,-60,1
4,137,0.73,-31,9,0.07,39,-27,1
4,138,0.92,-73,96,0.11,16,-48,1
4,139,0.75,72,-38,0.45,60,-8,1
4,140,0.24,-25,36,0.48,-28,67,1
4,141,0.79,-70,98,0.65,-85,93,1
4,142,0.14,-92,76,0.94,99,-96,0
4,143,0.14,93,-91,0.32,0,-76,1
4,144,0.31,-44,26,0.38,84,-41,1
4,145,0.74,56,-76,0.4,-31,92,1
4,146,0.28,-59,96,0.04,-4,63,1
4,147,0.96,17,-48,0.49,-60,84,1
4,148,0.43,-97,59,0.85,-28,83,1
4,149,0.38,-49,2,0.22,19,-18,1
4,150,0.39,76,-7,0.06,-65,37,1
4,151,0.44,71,-95,0.63,-31,4,0
4,152,0.97,31,-20,0.36,-54,99,1
4,153,0.97,-51,30,0.68,-89,46,1
4,154,0.95,-33,19,0.26,14,-75,1
4,155,0.5,98,-24,0.14,-76,46,1
4,156,0.39,-70,19,0.3,8,-37,0
4,157,0,0,-55,0.79,-64,23,1
4,158,0.87,-78,45,0.88,-69,83,1
4,159,0.86,-39,83,0.8,8,-88,0
4,160,0.07,-55,95,0.48,-13,99,0
4,161,0.39,10,-72,0.64,-72,32,0
4,162,0.55,89,-52,0.76,86,-75,1
4,163,0.7,55,-76,0.08,-56,26,1
4,164,0.27,25,-61,0.34,-82,3,0
4,165,0.56,85,-22,0.22,-70,66,1
4,166,0.58,-44,43,0.83,1,-70,1
4,167,0.4,-1,13,0.59,44,-50,0
4,168,0.88,-90,88,0.8,-86,14,0
4,169,0.91,-33,28,0.27,9,-67,0
4,170,0.89,-31,27,0.36,26,-48,0
4,171,0.3,98,-70,0.48,51,-99,1
4,172,0.59,-100,81,0.47,-73,15,0
4,173,0.45,-55,72,0.59,37,-34,0
4,174,0.61,96,-67,0.5,71,-26,1
4,175,0.99,67,-3,0.68,74,-2,1
4,176,0.74,77,-23,0.67,75,-7,1
4,177,0.13,-13,27,0.34,-18,70,1
4,178,0.93,75,-90,0.87,96,-89,0
4,179,0.27,1,-85,0.18,26,-51,0
4,180,0.73,85,-22,0.25,-100,76,0
5,1,0.29,88,78,0.29,53,91,0
5,2,0.82,26,34,0.49,18,31,0
5,3,0.59,31,63,0.89,92,20,1
5,4,0.07,51,35,0.6,9,89,0
5,5,0.48,13,70,0.18,72,60,1
5,6,0.63,41,18,0.98,56,8,1
5,7,0.17,70,65,0.35,100,50,1
5,8,0.98,76,37,0.82,49,50,0
5,9,0.37,26,64,0.89,19,81,1
5,10,0.19,43,5,0.14,91,6,1
5,11,0.91,43,96,0.66,48,38,0
5,12,0.33,69,56,0.4,89,37,0
5,13,0.99,24,53,0.71,17,77,1
5,14,0.24,47,27,0.88,45,29,1
5,15,0.09,56,19,0.76,13,90,1
5,16,0.88,72,29,0.39,67,63,1
5,17,0.61,37,50,0.6,6,45,0
5,18,0.9,76,69,0.66,19,79,0
5,19,0.69,57,40,0.07,39,74,1
5,20,0.01,53,99,0.83,87,61,0
5,21,0.12,52,73,0.98,92,19,0
5,22,0.38,40,55,0.14,26,96,1
5,23,0.16,66,23,0.79,15,29,0
5,24,0.31,100,48,0.58,100,1,0
5,25,0.05,60,76,0.84,95,17,1
5,26,0.62,1,83,0.41,37,24,1
5,27,0.8,54,21,0.49,98,3,1
5,28,0.34,24,59,0.42,47,64,1
5,29,0.19,30,97,0.14,85,82,1
5,30,0.74,62,0,0.44,23,31,0
5,31,0.99,31,68,0.04,32,47,1
5,32,0.76,37,5,0.18,12,28,1
5,33,0.74,65,6,0.64,93,35,1
5,34,0.08,82,72,0.27,47,77,0
5,35,0.88,79,82,0.2,57,94,1
5,36,0.56,63,21,1,36,0,0
5,37,0.93,86,27,0.8,87,18,0
5,38,0.61,68,39,0.6,77,48,1
5,39,0.68,41,65,0.85,100,2,1
5,40,0,0,46,0.36,52,36,0
5,41,0.91,80,19,0.64,37,65,1
5,42,0.73,75,34,0.9,56,82,1
5,43,0.87,77,72,0.26,67,100,1
5,44,0.92,63,5,0.63,43,53,0
5,45,0.05,56,72,0.95,68,95,1
5,46,0.25,84,43,0.43,7,97,0
5,47,0.78,32,99,0.32,39,56,1
5,48,0.09,83,67,0.48,77,6,0
5,49,0.08,54,31,0.15,44,29,0
5,50,0.04,39,28,0.39,53,20,0
5,51,0.44,14,72,0.21,9,31,0
5,52,0.31,39,51,0.84,16,91,0
5,53,0.1,45,14,0.14,25,27,1
5,54,0.51,44,38,0.38,20,86,1
5,55,0.33,85,60,0.24,98,26,0
5,56,0.68,30,67,0.59,7,59,0
5,57,0.49,15,50,0.94,64,14,1
5,58,0.52,68,90,0.19,1,87,0
5,59,0.63,65,74,0.47,7,85,0
5,60,0.28,7,74,0.71,55,63,1
5,61,0.33,-23,-29,0.43,-67,-28,0
5,62,0.76,-3,-92,0.62,-14,-83,0
5,63,0.82,-40,-90,0.17,-46,-64,0
5,64,0.3,-89,-72,0.96,-96,-37,1
5,65,0.13,-51,-56,0.93,-47,-70,1
5,66,0.96,-61,-56,0.34,-7,-63,1
5,67,0.44,-59,0,0.43,-80,-24,1
5,68,0.25,-94,-37,0.83,-49,-11,1
5,69,0.16,-15,-67,0.72,-56,-83,0
5,70,0.51,-26,-76,0.77,-48,-34,1
5,71,0.49,-1,-54,0.77,-33,-30,0
5,72,0.73,-49,-75,0.17,-2,-100,0
5,73,0.6,-46,-21,0.42,-99,-37,0
5,74,0.29,-67,-28,0.05,-46,-44,0
5,75,0.56,-4,-80,0.04,-46,-58,0
5,76,0.77,-77,-62,0.71,-94,-51,0
5,77,0.38,-22,-15,0.38,-4,-36,0
5,78,0.56,-6,-59,0.64,-27,-83,0
5,79,0.37,-91,-33,0.49,-41,-61,1
5,80,0.61,-73,-58,0.44,-83,-8,1
5,81,0.09,-54,-41,0.79,-65,-28,0
5,82,0.29,-25,-86,0.76,-38,-99,1
5,83,0.93,-55,-17,0.27,-88,-35,0
5,84,0.45,-37,-34,0.41,-11,-54,1
5,85,0.13,-19,-56,0.7,-32,-37,1
5,86,0.66,-8,-95,0.93,-42,-30,1
5,87,0.33,-23,-96,0.29,-40,-82,0
5,88,0.73,-73,-54,0.17,-42,-70,1
5,89,0.03,-75,-27,0.69,-41,-48,0
5,90,0.48,-59,-2,0.14,-77,-9,0
5,91,0.58,-50,-54,0.14,-73,-40,0
5,92,0.13,-29,-76,0.55,-100,-28,0
5,93,0.19,-68,-46,0.61,-9,-90,1
5,94,0.84,-57,-90,0.25,-63,-30,1
5,95,0.97,-58,-65,0.18,-52,-74,0
5,96,0.99,-96,-2,0.47,-90,-66,1
5,97,0.59,-85,-7,0.52,-9,-73,1
5,98,0.56,-58,-80,0.86,-58,-97,0
5,99,0.65,-72,-8,0.25,-90,-39,1
5,100,0.59,-41,-57,0.42,-51,-30,1
5,101,0.63,-96,-38,0.17,-12,-69,1
5,102,0.04,-98,-25,0.4,-78,-22,1
5,103,0.5,-21,-77,0.39,-77,-75,0
5,104,0.79,-67,-37,0.46,0,-97,0
5,105,0.4,-60,-82,0.47,-31,-90,1
5,106,0.21,-60,-16,0.45,-6,-51,0
5,107,0.48,-15,-91,0.28,-48,-74,1
5,108,0.04,-15,-60,0.88,-34,-77,1
5,109,0.99,-24,-13,0.44,-15,-62,0
5,110,0.39,-35,-72,0.76,-57,-28,1
5,111,0.76,-33,-53,0.52,-18,-60,1
5,112,0.43,-55,-53,0.08,-77,-51,0
5,113,0.75,-100,-84,0.95,-85,-29,1
5,114,0.53,-93,-26,0.8,-52,-93,1
5,115,0.59,-55,-77,0.47,-30,-61,1
5,116,0.66,-58,-68,0.68,-67,-49,1
5,117,0.86,-29,-30,0.26,-17,-43,0
5,118,0.32,-83,-19,0.15,-15,-52,1
5,119,0.56,-9,-56,0.64,-15,-80,0
5,120,0.49,-66,-92,0.78,-97,-34,1
5,121,0.85,-55,27,0.02,73,-88,0
5,122,0.18,-19,73,0.94,58,-54,0
5,123,1,-48,0,0.9,-71,87,0
5,124,0.43,-47,63,0.02,-69,14,0
5,125,0.48,58,-5,0.4,-40,96,1
5,126,0.93,-28,79,0.63,-81,89,0
5,127,0.43,-91,63,0.27,-83,24,0
5,128,0.73,-38,40,0.54,-30,7,0
5,129,0.94,-66,92,0.03,31,-49,1
5,130,0.24,-88,79,0.01,-100,32,1
5,131,0.86,-26,82,0.6,-39,31,0
5,132,0.06,-82,54,0.91,38,-73,0
5,133,0.05,56,-56,0.47,29,-80,0
5,134,0.37,-8,52,0.87,23,-39,0
5,135,0.07,-7,25,0.87,48,-10,1
5,136,0.81,-42,16,0.47,27,-60,1
5,137,0.73,-31,9,0.07,39,-27,1
5,138,0.92,-73,96,0.11,16,-48,1
5,139,0.75,72,-38,0.45,60,-8,1
5,140,0.24,-25,36,0.48,-28,67,1
5,141,0.79,-70,98,0.65,-85,93,0
5,142,0.14,-92,76,0.94,99,-96,1
5,143,0.14,93,-91,0.32,0,-76,1
5,144,0.31,-44,26,0.38,84,-41,0
5,145,0.74,56,-76,0.4,-31,92,1
5,146,0.28,-59,96,0.04,-4,63,1
5,147,0.96,17,-48,0.49,-60,84,1
5,148,0.43,-97,59,0.85,-28,83,1
5,149,0.38,-49,2,0.22,19,-18,1
5,150,0.39,76,-7,0.06,-65,37,0
5,151,0.44,71,-95,0.63,-31,4,1
5,152,0.97,31,-20,0.36,-54,99,1
5,153,0.97,-51,30,0.68,-89,46,0
5,154,0.95,-33,19,0.26,14,-75,1
5,155,0.5,98,-24,0.14,-76,46,0
5,156,0.39,-70,19,0.3,8,-37,0
5,157,0,0,-55,0.79,-64,23,1
5,158,0.87,-78,45,0.88,-69,83,0
5,159,0.86,-39,83,0.8,8,-88,0
5,160,0.07,-55,95,0.48,-13,99,1
5,161,0.39,10,-72,0.64,-72,32,1
5,162,0.55,89,-52,0.76,86,-75,0
5,163,0.7,55,-76,0.08,-56,26,0
5,164,0.27,25,-61,0.34,-82,3,1
5,165,0.56,85,-22,0.22,-70,66,0
5,166,0.58,-44,43,0.83,1,-70,0
5,167,0.4,-1,13,0.59,44,-50,0
5,168,0.88,-90,88,0.8,-86,14,0
5,169,0.91,-33,28,0.27,9,-67,0
5,170,0.89,-31,27,0.36,26,-48,0
5,171,0.3,98,-70,0.48,51,-99,0
5,172,0.59,-100,81,0.47,-73,15,1
5,173,0.45,-55,72,0.59,37,-34,0
5,174,0.61,96,-67,0.5,71,-26,1
5,175,0.99,67,-3,0.68,74,-2,0
5,176,0.74,77,-23,0.67,75,-7,1
5,177,0.13,-13,27,0.34,-18,70,0
5,178,0.93,75,-90,0.87,96,-89,1
5,179,0.27,1,-85,0.18,26,-51,1
5,180,0.73,85,-22,0.25,-100,76,0
6,1,0.29,88,78,0.29,53,91,1
6,2,0.82,26,34,0.49,18,31,0
6,3,0.59,31,63,0.89,92,20,1
6,4,0.07,51,35,0.6,9,89,1
6,5,0.48,13,70,0.18,72,60,1
6,6,0.63,41,18,0.98,56,8,1
6,7,0.17,70,65,0.35,100,50,0
6,8,0.98,76,37,0.82,49,50,0
6,9,0.37,26,64,0.89,19,81,0
6,10,0.19,43,5,0.14,91,6,1
6,11,0.91,43,96,0.66,48,38,0
6,12,0.33,69,56,0.4,89,37,0
6,13,0.99,24,53,0.71,17,77,0
6,14,0.24,47,27,0.88,45,29,1
6,15,0.09,56,19,0.76,13,90,0
6,16,0.88,72,29,0.39,67,63,1
6,17,0.61,37,50,0.6,6,45,0
6,18,0.9,76,69,0.66,19,79,0
6,19,0.69,57,40,0.07,39,74,1
6,20,0.01,53,99,0.83,87,61,0
6,21,0.12,52,73,0.98,92,19,1
6,22,0.38,40,55,0.14,26,96,1
6,23,0.16,66,23,0.79,15,29,0
6,24,0.31,100,48,0.58,100,1,1
6,25,0.05,60,76,0.84,95,17,1
6,26,0.62,1,83,0.41,37,24,0
6,27,0.8,54,21,0.49,98,3,1
6,28,0.34,24,59,0.42,47,64,1
6,29,0.19,30,97,0.14,85,82,0
6,30,0.74,62,0,0.44,23,31,0
6,31,0.99,31,68,0.04,32,47,1
6,32,0.76,37,5,0.18,12,28,1
6,33,0.74,65,6,0.64,93,35,1
6,34,0.08,82,72,0.27,47,77,0
6,35,0.88,79,82,0.2,57,94,0
6,36,0.56,63,21,1,36,0,0
6,37,0.93,86,27,0.8,87,18,0
6,38,0.61,68,39,0.6,77,48,1
6,39,0.68,41,65,0.85,100,2,1
6,40,0,0,46,0.36,52,36,1
6,41,0.91,80,19,0.64,37,65,0
6,42,0.73,75,34,0.9,56,82,1
6,43,0.87,77,72,0.26,67,100,1
6,44,0.92,63,5,0.63,43,53,0
6,45,0.05,56,72,0.95,68,95,0
6,46,0.25,84,43,0.43,7,97,0
6,47,0.78,32,99,0.32,39,56,1
6,48,0.09,83,67,0.48,77,6,0
6,49,0.08,54,31,0.15,44,29,0
6,50,0.04,39,28,0.39,53,20,1
6,51,0.44,14,72,0.21,9,31,0
6,52,0.31,39,51,0.84,16,91,0
6,53,0.1,45,14,0.14,25,27,1
6,54,0.51,44,38,0.38,20,86,1
6,55,0.33,85,60,0.24,98,26,0
6,56,0.68,30,67,0.59,7,59,0
6,57,0.49,15,50,0.94,64,14,1
6,58,0.52,68,90,0.19,1,87,0
6,59,0.63,65,74,0.47,7,85,0
6,60,0.28,7,74,0.71,55,63,1
6,61,0.33,-23,-29,0.43,-67,-28,0
6,62,0.76,-3,-92,0.62,-14,-83,0
6,63,0.82,-40,-90,0.17,-46,-64,0
6,64,0.3,-89,-72,0.96,-96,-37,0
6,65,0.13,-51,-56,0.93,-47,-70,1
6,66,0.96,-61,-56,0.34,-7,-63,1
6,67,0.44,-59,0,0.43,-80,-24,0
6,68,0.25,-94,-37,0.83,-49,-11,0
6,69,0.16,-15,-67,0.72,-56,-83,1
6,70,0.51,-26,-76,0.77,-48,-34,1
6,71,0.49,-1,-54,0.77,-33,-30,0
6,72,0.73,-49,-75,0.17,-2,-100,0
6,73,0.6,-46,-21,0.42,-99,-37,0
6,74,0.29,-67,-28,0.05,-46,-44,0
6,75,0.56,-4,-80,0.04,-46,-58,0
6,76,0.77,-77,-62,0.71,-94,-51,0
6,77,0.38,-22,-15,0.38,-4,-36,0
6,78,0.56,-6,-59,0.64,-27,-83,0
6,79,0.37,-91,-33,0.49,-41,-61,0
6,80,0.61,-73,-58,0.44,-83,-8,1
6,81,0.09,-54,-41,0.79,-65,-28,0
6,82,0.29,-25,-86,0.76,-38,-99,1
6,83,0.93,-55,-17,0.27,-88,-35,1
6,84,0.45,-37,-34,0.41,-11,-54,0
6,85,0.13,-19,-56,0.7,-32,-37,1
6,86,0.66,-8,-95,0.93,-42,-30,0
6,87,0.33,-23,-96,0.29,-40,-82,0
6,88,0.73,-73,-54,0.17,-42,-70,1
6,89,0.03,-75,-27,0.69,-41,-48,0
6,90,0.48,-59,-2,0.14,-77,-9,0
6,91,0.58,-50,-54,0.14,-73,-40,1
6,92,0.13,-29,-76,0.55,-100,-28,0
6,93,0.19,-68,-46,0.61,-9,-90,1
6,94,0.84,-57,-90,0.25,-63,-30,1
6,95,0.97,-58,-65,0.18,-52,-74,0
6,96,0.99,-96,-2,0.47,-90,-66,1
6,97,0.59,-85,-7,0.52,-9,-73,1
6,98,0.56,-58,-80,0.86,-58,-97,0
6,99,0.65,-72,-8,0.25,-90,-39,1
6,100,0.59,-41,-57,0.42,-51,-30,1
6,101,0.63,-96,-38,0.17,-12,-69,1
6,102,0.04,-98,-25,0.4,-78,-22,1
6,103,0.5,-21,-77,0.39,-77,-75,0
6,104,0.79,-67,-37,0.46,0,-97,1
6,105,0.4,-60,-82,0.47,-31,-90,1
6,106,0.21,-60,-16,0.45,-6,-51,1
6,107,0.48,-15,-91,0.28,-48,-74,1
6,108,0.04,-15,-60,0.88,-34,-77,1
6,109,0.99,-24,-13,0.44,-15,-62,0
6,110,0.39,-35,-72,0.76,-57,-28,1
6,111,0.76,-33,-53,0.52,-18,-60,0
6,112,0.43,-55,-53,0.08,-77,-51,0
6,113,0.75,-100,-84,0.95,-85,-29,1
6,114,0.53,-93,-26,0.8,-52,-93,0
6,115,0.59,-55,-77,0.47,-30,-61,1
6,116,0.66,-58,-68,0.68,-67,-49,0
6,117,0.86,-29,-30,0.26,-17,-43,0
6,118,0.32,-83,-19,0.15,-15,-52,0
6,119,0.56,-9,-56,0.64,-15,-80,0
6,120,0.49,-66,-92,0.78,-97,-34,1
6,121,0.85,-55,27,0.02,73,-88,0
6,122,0.18,-19,73,0.94,58,-54,0
6,123,1,-48,0,0.9,-71,87,1
6,124,0.43,-47,63,0.02,-69,14,0
6,125,0.48,58,-5,0.4,-40,96,0
6,126,0.93,-28,79,0.63,-81,89,0
6,127,0.43,-91,63,0.27,-83,24,0
6,128,0.73,-38,40,0.54,-30,7,1
6,129,0.94,-66,92,0.03,31,-49,1
6,130,0.24,-88,79,0.01,-100,32,0
6,131,0.86,-26,82,0.6,-39,31,0
6,132,0.06,-82,54,0.91,38,-73,0
6,133,0.05,56,-56,0.47,29,-80,1
6,134,0.37,-8,52,0.87,23,-39,0
6,135,0.07,-7,25,0.87,48,-10,1
6,136,0.81,-42,16,0.47,27,-60,1
6,137,0.73,-31,9,0.07,39,-27,1
6,138,0.92,-73,96,0.11,16,-48,1
6,139,0.75,72,-38,0.45,60,-8,0
6,140,0.24,-25,36,0.48,-28,67,0
6,141,0.79,-70,98,0.65,-85,93,0
6,142,0.14,-92,76,0.94,99,-96,1
6,143,0.14,93,-91,0.32,0,-76,0
6,144,0.31,-44,26,0.38,84,-41,1
6,145,0.74,56,-76,0.4,-31,92,1
6,146,0.28,-59,96,0.04,-4,63,0
6,147,0.96,17,-48,0.49,-60,84,1
6,148,0.43,-97,59,0.85,-28,83,0
6,149,0.38,-49,2,0.22,19,-18,1
6,150,0.39,76,-7,0.06,-65,37,1
6,151,0.44,71,-95,0.63,-31,4,0
6,152,0.97,31,-20,0.36,-54,99,1
6,153,0.97,-51,30,0.68,-89,46,0
6,154,0.95,-33,19,0.26,14,-75,0
6,155,0.5,98,-24,0.14,-76,46,0
6,156,0.39,-70,19,0.3,8,-37,0
6,157,0,0,-55,0.79,-64,23,1
6,158,0.87,-78,45,0.88,-69,83,1
6,159,0.86,-39,83,0.8,8,-88,1
6,160,0.07,-55,95,0.48,-13,99,0
6,161,0.39,10,-72,0.64,-72,32,1
6,162,0.55,89,-52,0.76,86,-75,1
6,163,0.7,55,-76,0.08,-56,26,1
6,164,0.27,25,-61,0.34,-82,3,1
6,165,0.56,85,-22,0.22,-70,66,1
6,166,0.58,-44,43,0.83,1,-70,0
6,167,0.4,-1,13,0.59,44,-50,1
6,168,0.88,-90,88,0.8,-86,14,0
6,169,0.91,-33,28,0.27,9,-67,0
6,170,0.89,-31,27,0.36,26,-48,0
6,171,0.3,98,-70,0.48,51,-99,1
6,172,0.59,-100,81,0.47,-73,15,0
6,173,0.45,-55,72,0.59,37,-34,0
6,174,0.61,96,-67,0.5,71,-26,0
6,175,0.99,67,-3,0.68,74,-2,0
6,176,0.74,77,-23,0.67,75,-7,0
6,177,0.13,-13,27,0.34,-18,70,1
6,178,0.93,75,-90,0.87,96,-89,0
6,179,0.27,1,-85,0.18,26,-51,1
6,180,0.73,85,-22,0.25,-100,76,0
7,1,0.29,88,78,0.29,53,91,1
7,2,0.82,26,34,0.49,18,31,0
7,3,0.59,31,63,0.89,92,20,1
7,4,0.07,51,35,0.6,9,89,1
7,5,0.48,13,70,0.18,72,60,1
7,6,0.63,41,18,0.98,56,8,1
7,7,0.17,70,65,0.35,100,50,0
7,8,0.98,76,37,0.82,49,50,0
7,9,0.37,26,64,0.89,19,81,0
7,10,0.19,43,5,0.14,91,6,1
7,11,0.91,43,96,0.66,48,38,0
7,12,0.33,69,56,0.4,89,37,1
7,13,0.99,24,53,0.71,17,77,1
7,14,0.24,47,27,0.88,45,29,1
7,15,0.09,56,19,0.76,13,90,1
7,16,0.88,72,29,0.39,67,63,0
7,17,0.61,37,50,0.6,6,45,0
7,18,0.9,76,69,0.66,19,79,0
7,19,0.69,57,40,0.07,39,74,1
7,20,0.01,53,99,0.83,87,61,0
7,21,0.12,52,73,0.98,92,19,1
7,22,0.38,40,55,0.14,26,96,1
7,23,0.16,66,23,0.79,15,29,0
7,24,0.31,100,48,0.58,100,1,1
7,25,0.05,60,76,0.84,95,17,0
7,26,0.62,1,83,0.41,37,24,1
7,27,0.8,54,21,0.49,98,3,0
7,28,0.34,24,59,0.42,47,64,1
7,29,0.19,30,97,0.14,85,82,1
7,30,0.74,62,0,0.44,23,31,0
7,31,0.99,31,68,0.04,32,47,1
7,32,0.76,37,5,0.18,12,28,1
7,33,0.74,65,6,0.64,93,35,1
7,34,0.08,82,72,0.27,47,77,0
7,35,0.88,79,82,0.2,57,94,1
7,36,0.56,63,21,1,36,0,1
7,37,0.93,86,27,0.8,87,18,0
7,38,0.61,68,39,0.6,77,48,1
7,39,0.68,41,65,0.85,100,2,1
7,40,0,0,46,0.36,52,36,0
7,41,0.91,80,19,0.64,37,65,0
7,42,0.73,75,34,0.9,56,82,1
7,43,0.87,77,72,0.26,67,100,1
7,44,0.92,63,5,0.63,43,53,0
7,45,0.05,56,72,0.95,68,95,1
7,46,0.25,84,43,0.43,7,97,1
7,47,0.78,32,99,0.32,39,56,1
7,48,0.09,83,67,0.48,77,6,0
7,49,0.08,54,31,0.15,44,29,0
7,50,0.04,39,28,0.39,53,20,1
7,51,0.44,14,72,0.21,9,31,0
7,52,0.31,39,51,0.84,16,91,0
7,53,0.1,45,14,0.14,25,27,1
7,54,0.51,44,38,0.38,20,86,1
7,55,0.33,85,60,0.24,98,26,0
7,56,0.68,30,67,0.59,7,59,0
7,57,0.49,15,50,0.94,64,14,1
7,58,0.52,68,90,0.19,1,87,0
7,59,0.63,65,74,0.47,7,85,0
7,60,0.28,7,74,0.71,55,63,1
7,61,0.33,-23,-29,0.43,-67,-28,0
7,62,0.76,-3,-92,0.62,-14,-83,0
7,63,0.82,-40,-90,0.17,-46,-64,0
7,64,0.3,-89,-72,0.96,-96,-37,0
7,65,0.13,-51,-56,0.93,-47,-70,1
7,66,0.96,-61,-56,0.34,-7,-63,1
7,67,0.44,-59,0,0.43,-80,-24,0
7,68,0.25,-94,-37,0.83,-49,-11,1
7,69,0.16,-15,-67,0.72,-56,-83,0
7,70,0.51,-26,-76,0.77,-48,-34,1
7,71,0.49,-1,-54,0.77,-33,-30,0
7,72,0.73,-49,-75,0.17,-2,-100,0
7,73,0.6,-46,-21,0.42,-99,-37,0
7,74,0.29,-67,-28,0.05,-46,-44,1
7,75,0.56,-4,-80,0.04,-46,-58,0
7,76,0.77,-77,-62,0.71,-94,-51,0
7,77,0.38,-22,-15,0.38,-4,-36,1
7,78,0.56,-6,-59,0.64,-27,-83,0
7,79,0.37,-91,-33,0.49,-41,-61,1
7,80,0.61,-73,-58,0.44,-83,-8,1
